,Visitors Scaled,Area Scaled,cei_pct_area,RONI
1646,0.006373661316955932,0.001123029656535888,0.3858,0.5
2004,0.019099748698024905,0.0005150658993195822,0.0834,0.3
923,0.013713072893544592,0.003614603714949998,0.1334,0.6
575,0.12498743127128743,0.008805623844311947,0.132,-1.2
2497,0.7704086207140635,8.35265200063256e-05,0.064,1.3
2635,0.014684268089803703,0.0016024272423275892,0.198,1.6
587,0.002102653027221416,0.00016676689229080697,0.4266,-1.2
2101,0.02833309073115698,0.4731293196412984,0.1524,-1.5
2297,0.0020698019095755746,0.0002289181774753699,0.5256000000000001,-1.1
286,0.15538542346905623,0.0002288323331588166,0.3486,-0.6
2510,0.6452692757109,8.35265200063256e-05,0.2352,-1.6
40,0.002578903484142348,0.004375012670978808,0.195,0.6
2138,0.010545208764315191,0.010307656158430495,0.491,0.9
1789,0.019726460903721543,0.06680464805196569,0.6437999999999999,0.5
758,0.03585109622909099,1.0,0.256,-0.8
1003,0.030329567494163934,0.16345795157233095,0.13019999999999998,-0.8
2216,0.019819206324257592,0.00042504382602739303,0.20679999999999998,-1.7
2041,0.01705953094411934,0.006515626548550992,0.37920000000000004,-0.8
206,0.0011822772394752097,4.86451127135161e-07,0.1476,-1.1
97,0.001479752277163246,0.0019614997110837993,0.4218,2.2
2318,0.004258847931268928,0.0004441728012326786,0.1998,-1.7
1237,0.011792825243306992,2.220506321511088e-05,0.10619999999999999,0.6
2449,0.0022730795436271918,4.62128570778403e-06,0.32299999999999995,0.5
1713,0.01786574456059906,0.020119318163202324,0.1666,0.2
795,0.02879681783383723,0.0011448627277126015,0.1656,0.2
743,0.036904328470520935,0.07645529473365578,0.07780000000000001,0.6
2605,0.01924422101651159,0.00035768465230526545,0.491,0.9
1051,0.0088565524185864,0.0018295140743831563,0.5256000000000001,-1.1
2609,0.020824523123375367,0.00035768465230526545,0.2086,0.6
557,0.09371298577455857,0.008805623844311947,0.057999999999999996,0.3
316,0.1391489854449584,0.11995312499709382,0.1864,0.5
2239,0.013799284390128983,0.00042504382602739303,0.5226,-0.8
2323,0.004264474365782857,0.0004441728012326786,0.0492,0.6
1626,0.004904072921495267,0.001123029656535888,0.107,1.3
2792,0.04536612298369459,0.05065076501808047,0.1378,0.2
1349,0.003977526205572493,0.011729195118394264,0.08439999999999999,-1.7
1323,0.0009681097321708273,0.0010309902418046972,0.40659999999999996,0.1
1772,0.021004206032045992,0.06680464805196569,0.4722,2.2
133,0.007401302356241876,0.000455547173175986,0.0706,-0.9
1005,0.02758731591123011,0.16345795157233095,0.5256000000000001,-1.1
2731,0.014762675177223612,0.00015341810106677447,0.1524,-1.2
2189,0.008606266831660346,5.7229544368842474e-05,0.099,-1.6
1586,0.0022344204935798753,0.006225358299512223,0.1902,-0.6
602,0.009413206439690248,0.01720424547645878,0.1376,0.0
1160,0.08194448124818275,0.00042937896401333287,0.12619999999999998,1.3
2255,0.031240505391757746,0.0002289181774753699,0.15839999999999999,0.1
1525,0.09489780398445942,3.277822153725453e-05,0.3778,2.2
1820,0.059954015695211325,0.0010950014871812476,0.08439999999999999,-1.7
568,0.14403690505446207,0.008805623844311947,0.3858,0.5
2640,0.010957934960594993,0.0016024272423275892,0.2144,2.3
2475,0.003807644182829356,4.62128570778403e-06,0.41600000000000004,0.6
1875,0.11561851031615843,0.0014529436724361727,0.491,0.9
886,0.07918807283002033,0.3008584617651346,0.2018,-1.7
1801,0.0459175135660596,0.0010950014871812476,0.29960000000000003,0.0
655,0.06801361088958285,0.02938220606702132,0.0864,0.7
1334,0.0028286445774057638,0.011729195118394264,0.17980000000000002,-0.8
825,0.01970885560862957,0.0011448627277126015,0.42200000000000004,0.1
11,0.005398291669283261,5.007585132273716e-07,0.2064,-1.2
2118,0.0425042642928679,0.4731293196412984,0.3322,2.2
1185,0.09866043669117736,0.00042937896401333287,0.5197999999999999,0.1
1173,0.14758155879823714,0.00042937896401333287,0.0894,-1.6
